StartDate,FacilityLongName,numvisits,year,week,month,month.year
2010-03-24,Lions Gate Hospital,145,2010,64,03,03-10
2010-03-25,Lions Gate Hospital,118,2010,64,03,03-10
2010-03-26,Lions Gate Hospital,140,2010,64,03,03-10
2010-03-27,Lions Gate Hospital,145,2010,64,03,03-10
2010-03-28,Lions Gate Hospital,141,2010,65,03,03-10
2010-03-29,Lions Gate Hospital,137,2010,65,03,03-10
2010-03-30,Lions Gate Hospital,129,2010,65,03,03-10
2010-03-31,Lions Gate Hospital,135,2010,65,03,03-10
2010-04-01,Lions Gate Hospital,138,2010,65,04,04-10
2010-04-02,Lions Gate Hospital,129,2010,65,04,04-10
2010-04-03,Lions Gate Hospital,152,2010,65,04,04-10
2010-04-04,Lions Gate Hospital,156,2010,66,04,04-10
2010-04-05,Lions Gate Hospital,143,2010,66,04,04-10
2010-04-06,Lions Gate Hospital,139,2010,66,04,04-10
2010-04-07,Lions Gate Hospital,130,2010,66,04,04-10
2010-04-08,Lions Gate Hospital,128,2010,66,04,04-10
2010-04-09,Lions Gate Hospital,137,2010,66,04,04-10
2010-04-10,Lions Gate Hospital,165,2010,66,04,04-10
2010-04-11,Lions Gate Hospital,150,2010,67,04,04-10
2010-04-12,Lions Gate Hospital,142,2010,67,04,04-10
2010-04-13,Lions Gate Hospital,119,2010,67,04,04-10
2010-04-14,Lions Gate Hospital,154,2010,67,04,04-10
2010-04-15,Lions Gate Hospital,136,2010,67,04,04-10
2010-04-16,Lions Gate Hospital,170,2010,67,04,04-10
2010-04-17,Lions Gate Hospital,140,2010,67,04,04-10
2010-04-18,Lions Gate Hospital,155,2010,68,04,04-10
2010-04-19,Lions Gate Hospital,130,2010,68,04,04-10
2010-04-20,Lions Gate Hospital,144,2010,68,04,04-10
2010-04-21,Lions Gate Hospital,129,2010,68,04,04-10
2010-04-22,Lions Gate Hospital,117,2010,68,04,04-10
2010-04-23,Lions Gate Hospital,119,2010,68,04,04-10
2010-04-24,Lions Gate Hospital,134,2010,68,04,04-10
2010-04-25,Lions Gate Hospital,145,2010,69,04,04-10
2010-04-26,Lions Gate Hospital,148,2010,69,04,04-10
2010-04-27,Lions Gate Hospital,121,2010,69,04,04-10
2010-04-28,Lions Gate Hospital,129,2010,69,04,04-10
2010-04-29,Lions Gate Hospital,141,2010,69,04,04-10
2010-04-30,Lions Gate Hospital,147,2010,69,04,04-10
2010-05-01,Lions Gate Hospital,144,2010,69,05,05-10
2010-05-02,Lions Gate Hospital,153,2010,70,05,05-10
2010-05-03,Lions Gate Hospital,144,2010,70,05,05-10
2010-05-04,Lions Gate Hospital,144,2010,70,05,05-10
2010-05-05,Lions Gate Hospital,136,2010,70,05,05-10
2010-05-06,Lions Gate Hospital,138,2010,70,05,05-10
2010-05-07,Lions Gate Hospital,160,2010,70,05,05-10
2010-05-08,Lions Gate Hospital,161,2010,70,05,05-10
2010-05-09,Lions Gate Hospital,167,2010,71,05,05-10
2010-05-10,Lions Gate Hospital,153,2010,71,05,05-10
2010-05-11,Lions Gate Hospital,125,2010,71,05,05-10
2010-05-12,Lions Gate Hospital,130,2010,71,05,05-10
2010-05-13,Lions Gate Hospital,128,2010,71,05,05-10
2010-05-14,Lions Gate Hospital,137,2010,71,05,05-10
2010-05-15,Lions Gate Hospital,144,2010,71,05,05-10
2010-05-16,Lions Gate Hospital,163,2010,72,05,05-10
2010-05-17,Lions Gate Hospital,152,2010,72,05,05-10
2010-05-18,Lions Gate Hospital,129,2010,72,05,05-10
2010-05-19,Lions Gate Hospital,144,2010,72,05,05-10
2010-05-20,Lions Gate Hospital,150,2010,72,05,05-10
2010-05-21,Lions Gate Hospital,138,2010,72,05,05-10
2010-05-22,Lions Gate Hospital,144,2010,72,05,05-10
2010-05-23,Lions Gate Hospital,133,2010,73,05,05-10
2010-05-24,Lions Gate Hospital,154,2010,73,05,05-10
2010-05-25,Lions Gate Hospital,142,2010,73,05,05-10
2010-05-26,Lions Gate Hospital,125,2010,73,05,05-10
2010-05-27,Lions Gate Hospital,105,2010,73,05,05-10
2010-05-28,Lions Gate Hospital,150,2010,73,05,05-10
2010-05-29,Lions Gate Hospital,139,2010,73,05,05-10
2010-05-30,Lions Gate Hospital,143,2010,74,05,05-10
2010-05-31,Lions Gate Hospital,133,2010,74,05,05-10
2010-06-01,Lions Gate Hospital,144,2010,74,06,06-10
2010-06-02,Lions Gate Hospital,135,2010,74,06,06-10
2010-06-03,Lions Gate Hospital,123,2010,74,06,06-10
2010-06-04,Lions Gate Hospital,138,2010,74,06,06-10
2010-06-05,Lions Gate Hospital,139,2010,74,06,06-10
2010-06-06,Lions Gate Hospital,155,2010,75,06,06-10
2010-06-07,Lions Gate Hospital,154,2010,75,06,06-10
2010-06-08,Lions Gate Hospital,140,2010,75,06,06-10
2010-06-09,Lions Gate Hospital,123,2010,75,06,06-10
2010-06-10,Lions Gate Hospital,122,2010,75,06,06-10
2010-06-11,Lions Gate Hospital,157,2010,75,06,06-10
2010-06-12,Lions Gate Hospital,139,2010,75,06,06-10
2010-06-13,Lions Gate Hospital,145,2010,76,06,06-10
2010-06-14,Lions Gate Hospital,147,2010,76,06,06-10
2010-06-15,Lions Gate Hospital,149,2010,76,06,06-10
2010-06-16,Lions Gate Hospital,126,2010,76,06,06-10
2010-06-17,Lions Gate Hospital,127,2010,76,06,06-10
2010-06-18,Lions Gate Hospital,154,2010,76,06,06-10
2010-06-19,Lions Gate Hospital,160,2010,76,06,06-10
2010-06-20,Lions Gate Hospital,148,2010,77,06,06-10
2010-06-21,Lions Gate Hospital,142,2010,77,06,06-10
2010-06-22,Lions Gate Hospital,136,2010,77,06,06-10
2010-06-23,Lions Gate Hospital,150,2010,77,06,06-10
2010-06-24,Lions Gate Hospital,144,2010,77,06,06-10
2010-06-25,Lions Gate Hospital,144,2010,77,06,06-10
2010-06-26,Lions Gate Hospital,158,2010,77,06,06-10
2010-06-27,Lions Gate Hospital,142,2010,78,06,06-10
2010-06-28,Lions Gate Hospital,140,2010,78,06,06-10
2010-06-29,Lions Gate Hospital,149,2010,78,06,06-10
2010-06-30,Lions Gate Hospital,136,2010,78,06,06-10
2010-07-01,Lions Gate Hospital,136,2010,78,07,07-10
2010-07-02,Lions Gate Hospital,129,2010,78,07,07-10
2010-07-03,Lions Gate Hospital,137,2010,78,07,07-10
2010-07-04,Lions Gate Hospital,142,2010,79,07,07-10
2010-07-05,Lions Gate Hospital,130,2010,79,07,07-10
2010-07-06,Lions Gate Hospital,146,2010,79,07,07-10
2010-07-07,Lions Gate Hospital,148,2010,79,07,07-10
2010-07-08,Lions Gate Hospital,146,2010,79,07,07-10
2010-07-09,Lions Gate Hospital,155,2010,79,07,07-10
2010-07-10,Lions Gate Hospital,157,2010,79,07,07-10
2010-07-11,Lions Gate Hospital,142,2010,80,07,07-10
2010-07-12,Lions Gate Hospital,168,2010,80,07,07-10
2010-07-13,Lions Gate Hospital,149,2010,80,07,07-10
2010-07-14,Lions Gate Hospital,153,2010,80,07,07-10
2010-07-15,Lions Gate Hospital,168,2010,80,07,07-10
2010-07-16,Lions Gate Hospital,156,2010,80,07,07-10
2010-07-17,Lions Gate Hospital,137,2010,80,07,07-10
2010-07-18,Lions Gate Hospital,166,2010,81,07,07-10
2010-07-19,Lions Gate Hospital,140,2010,81,07,07-10
2010-07-20,Lions Gate Hospital,134,2010,81,07,07-10
2010-07-21,Lions Gate Hospital,130,2010,81,07,07-10
2010-07-22,Lions Gate Hospital,137,2010,81,07,07-10
2010-07-23,Lions Gate Hospital,131,2010,81,07,07-10
2010-07-24,Lions Gate Hospital,155,2010,81,07,07-10
2010-07-25,Lions Gate Hospital,154,2010,82,07,07-10
2010-07-26,Lions Gate Hospital,121,2010,82,07,07-10
2010-07-27,Lions Gate Hospital,135,2010,82,07,07-10
2010-07-28,Lions Gate Hospital,154,2010,82,07,07-10
2010-07-29,Lions Gate Hospital,142,2010,82,07,07-10
2010-07-30,Lions Gate Hospital,126,2010,82,07,07-10
2010-07-31,Lions Gate Hospital,149,2010,82,07,07-10
2010-08-01,Lions Gate Hospital,130,2010,83,08,08-10
2010-08-02,Lions Gate Hospital,154,2010,83,08,08-10
2010-08-03,Lions Gate Hospital,149,2010,83,08,08-10
2010-08-04,Lions Gate Hospital,137,2010,83,08,08-10
2010-08-05,Lions Gate Hospital,159,2010,83,08,08-10
2010-08-06,Lions Gate Hospital,160,2010,83,08,08-10
2010-08-07,Lions Gate Hospital,152,2010,83,08,08-10
2010-08-08,Lions Gate Hospital,152,2010,84,08,08-10
2010-08-09,Lions Gate Hospital,160,2010,84,08,08-10
2010-08-10,Lions Gate Hospital,143,2010,84,08,08-10
2010-08-11,Lions Gate Hospital,143,2010,84,08,08-10
2010-08-12,Lions Gate Hospital,126,2010,84,08,08-10
2010-08-13,Lions Gate Hospital,155,2010,84,08,08-10
2010-08-14,Lions Gate Hospital,136,2010,84,08,08-10
2010-08-15,Lions Gate Hospital,158,2010,85,08,08-10
2010-08-16,Lions Gate Hospital,142,2010,85,08,08-10
2010-08-17,Lions Gate Hospital,151,2010,85,08,08-10
2010-08-18,Lions Gate Hospital,136,2010,85,08,08-10
2010-08-19,Lions Gate Hospital,133,2010,85,08,08-10
2010-08-20,Lions Gate Hospital,127,2010,85,08,08-10
2010-08-21,Lions Gate Hospital,140,2010,85,08,08-10
2010-08-22,Lions Gate Hospital,157,2010,86,08,08-10
2010-08-23,Lions Gate Hospital,142,2010,86,08,08-10
2010-08-24,Lions Gate Hospital,117,2010,86,08,08-10
2010-08-25,Lions Gate Hospital,135,2010,86,08,08-10
2010-08-26,Lions Gate Hospital,123,2010,86,08,08-10
2010-08-27,Lions Gate Hospital,138,2010,86,08,08-10
2010-08-28,Lions Gate Hospital,141,2010,86,08,08-10
2010-08-29,Lions Gate Hospital,137,2010,87,08,08-10
2010-08-30,Lions Gate Hospital,168,2010,87,08,08-10
2010-08-31,Lions Gate Hospital,114,2010,87,08,08-10
2010-09-01,Lions Gate Hospital,144,2010,87,09,09-10
2010-09-02,Lions Gate Hospital,138,2010,87,09,09-10
2010-09-03,Lions Gate Hospital,147,2010,87,09,09-10
2010-09-04,Lions Gate Hospital,135,2010,87,09,09-10
2010-09-05,Lions Gate Hospital,143,2010,88,09,09-10
2010-09-06,Lions Gate Hospital,127,2010,88,09,09-10
2010-09-07,Lions Gate Hospital,133,2010,88,09,09-10
2010-09-08,Lions Gate Hospital,132,2010,88,09,09-10
2010-09-09,Lions Gate Hospital,146,2010,88,09,09-10
2010-09-10,Lions Gate Hospital,143,2010,88,09,09-10
2010-09-11,Lions Gate Hospital,151,2010,88,09,09-10
2010-09-12,Lions Gate Hospital,167,2010,89,09,09-10
2010-09-13,Lions Gate Hospital,140,2010,89,09,09-10
2010-09-14,Lions Gate Hospital,135,2010,89,09,09-10
2010-09-15,Lions Gate Hospital,139,2010,89,09,09-10
2010-09-16,Lions Gate Hospital,124,2010,89,09,09-10
2010-09-17,Lions Gate Hospital,140,2010,89,09,09-10
2010-09-18,Lions Gate Hospital,157,2010,89,09,09-10
2010-09-19,Lions Gate Hospital,143,2010,90,09,09-10
2010-09-20,Lions Gate Hospital,152,2010,90,09,09-10
2010-09-21,Lions Gate Hospital,127,2010,90,09,09-10
2010-09-22,Lions Gate Hospital,108,2010,90,09,09-10
2010-09-23,Lions Gate Hospital,122,2010,90,09,09-10
2010-09-24,Lions Gate Hospital,112,2010,90,09,09-10
2010-09-25,Lions Gate Hospital,152,2010,90,09,09-10
2010-09-26,Lions Gate Hospital,141,2010,91,09,09-10
2010-09-27,Lions Gate Hospital,138,2010,91,09,09-10
2010-09-28,Lions Gate Hospital,127,2010,91,09,09-10
2010-09-29,Lions Gate Hospital,139,2010,91,09,09-10
2010-09-30,Lions Gate Hospital,129,2010,91,09,09-10
2010-10-01,Lions Gate Hospital,119,2010,91,10,10-10
2010-10-02,Lions Gate Hospital,140,2010,91,10,10-10
2010-10-03,Lions Gate Hospital,153,2010,92,10,10-10
2010-10-04,Lions Gate Hospital,133,2010,92,10,10-10
2010-10-05,Lions Gate Hospital,134,2010,92,10,10-10
2010-10-06,Lions Gate Hospital,131,2010,92,10,10-10
2010-10-07,Lions Gate Hospital,144,2010,92,10,10-10
2010-10-08,Lions Gate Hospital,151,2010,92,10,10-10
2010-10-09,Lions Gate Hospital,122,2010,92,10,10-10
2010-10-10,Lions Gate Hospital,133,2010,93,10,10-10
2010-10-11,Lions Gate Hospital,127,2010,93,10,10-10
2010-10-12,Lions Gate Hospital,138,2010,93,10,10-10
2010-10-13,Lions Gate Hospital,132,2010,93,10,10-10
2010-10-14,Lions Gate Hospital,152,2010,93,10,10-10
2010-10-15,Lions Gate Hospital,123,2010,93,10,10-10
2010-10-16,Lions Gate Hospital,141,2010,93,10,10-10
2010-10-17,Lions Gate Hospital,146,2010,94,10,10-10
2010-10-18,Lions Gate Hospital,126,2010,94,10,10-10
2010-10-19,Lions Gate Hospital,131,2010,94,10,10-10
2010-10-20,Lions Gate Hospital,125,2010,94,10,10-10
2010-10-21,Lions Gate Hospital,136,2010,94,10,10-10
2010-10-22,Lions Gate Hospital,140,2010,94,10,10-10
2010-10-23,Lions Gate Hospital,131,2010,94,10,10-10
2010-10-24,Lions Gate Hospital,140,2010,95,10,10-10
2010-10-25,Lions Gate Hospital,114,2010,95,10,10-10
2010-10-26,Lions Gate Hospital,134,2010,95,10,10-10
2010-10-27,Lions Gate Hospital,131,2010,95,10,10-10
2010-10-28,Lions Gate Hospital,140,2010,95,10,10-10
2010-10-29,Lions Gate Hospital,143,2010,95,10,10-10
2010-10-30,Lions Gate Hospital,155,2010,95,10,10-10
2010-10-31,Lions Gate Hospital,131,2010,96,10,10-10
2010-11-01,Lions Gate Hospital,139,2010,96,11,11-10
2010-11-02,Lions Gate Hospital,118,2010,96,11,11-10
2010-11-03,Lions Gate Hospital,139,2010,96,11,11-10
2010-11-04,Lions Gate Hospital,134,2010,96,11,11-10
2010-11-05,Lions Gate Hospital,147,2010,96,11,11-10
2010-11-06,Lions Gate Hospital,132,2010,96,11,11-10
2010-11-07,Lions Gate Hospital,143,2010,97,11,11-10
2010-11-08,Lions Gate Hospital,131,2010,97,11,11-10
2010-11-09,Lions Gate Hospital,133,2010,97,11,11-10
2010-11-10,Lions Gate Hospital,149,2010,97,11,11-10
2010-11-11,Lions Gate Hospital,140,2010,97,11,11-10
2010-11-12,Lions Gate Hospital,154,2010,97,11,11-10
2010-11-13,Lions Gate Hospital,145,2010,97,11,11-10
2010-11-14,Lions Gate Hospital,118,2010,98,11,11-10
2010-11-15,Lions Gate Hospital,135,2010,98,11,11-10
2010-11-16,Lions Gate Hospital,133,2010,98,11,11-10
2010-11-17,Lions Gate Hospital,117,2010,98,11,11-10
2010-11-18,Lions Gate Hospital,109,2010,98,11,11-10
2010-11-19,Lions Gate Hospital,122,2010,98,11,11-10
2010-11-20,Lions Gate Hospital,126,2010,98,11,11-10
2010-11-21,Lions Gate Hospital,132,2010,99,11,11-10
2010-11-22,Lions Gate Hospital,156,2010,99,11,11-10
2010-11-23,Lions Gate Hospital,138,2010,99,11,11-10
2010-11-24,Lions Gate Hospital,127,2010,99,11,11-10
2010-11-25,Lions Gate Hospital,125,2010,99,11,11-10
2010-11-26,Lions Gate Hospital,127,2010,99,11,11-10
2010-11-27,Lions Gate Hospital,141,2010,99,11,11-10
2010-11-28,Lions Gate Hospital,150,2010,100,11,11-10
2010-11-29,Lions Gate Hospital,150,2010,100,11,11-10
2010-11-30,Lions Gate Hospital,128,2010,100,11,11-10
2010-12-01,Lions Gate Hospital,139,2010,100,12,12-10
2010-12-02,Lions Gate Hospital,139,2010,100,12,12-10
2010-12-03,Lions Gate Hospital,154,2010,100,12,12-10
2010-12-04,Lions Gate Hospital,144,2010,100,12,12-10
2010-12-05,Lions Gate Hospital,150,2010,101,12,12-10
2010-12-06,Lions Gate Hospital,139,2010,101,12,12-10
2010-12-07,Lions Gate Hospital,133,2010,101,12,12-10
2010-12-08,Lions Gate Hospital,152,2010,101,12,12-10
2010-12-09,Lions Gate Hospital,133,2010,101,12,12-10
2010-12-10,Lions Gate Hospital,113,2010,101,12,12-10
2010-12-11,Lions Gate Hospital,127,2010,101,12,12-10
2010-12-12,Lions Gate Hospital,150,2010,102,12,12-10
2010-12-13,Lions Gate Hospital,151,2010,102,12,12-10
2010-12-14,Lions Gate Hospital,131,2010,102,12,12-10
2010-12-15,Lions Gate Hospital,125,2010,102,12,12-10
2010-12-16,Lions Gate Hospital,154,2010,102,12,12-10
2010-12-17,Lions Gate Hospital,161,2010,102,12,12-10
2010-12-18,Lions Gate Hospital,153,2010,102,12,12-10
2010-12-19,Lions Gate Hospital,137,2010,103,12,12-10
2010-12-20,Lions Gate Hospital,138,2010,103,12,12-10
2010-12-21,Lions Gate Hospital,147,2010,103,12,12-10
2010-12-22,Lions Gate Hospital,136,2010,103,12,12-10
2010-12-23,Lions Gate Hospital,139,2010,103,12,12-10
2010-12-24,Lions Gate Hospital,154,2010,103,12,12-10
2010-12-25,Lions Gate Hospital,162,2010,103,12,12-10
2010-12-26,Lions Gate Hospital,145,2010,104,12,12-10
2010-12-27,Lions Gate Hospital,166,2010,104,12,12-10
2010-12-28,Lions Gate Hospital,178,2010,104,12,12-10
2010-12-29,Lions Gate Hospital,168,2010,104,12,12-10
2010-12-30,Lions Gate Hospital,159,2010,104,12,12-10
2010-12-31,Lions Gate Hospital,130,2010,104,12,12-10
2011-01-01,Lions Gate Hospital,157,2011,104,01,01-11
2011-01-02,Lions Gate Hospital,163,2011,105,01,01-11
2011-01-03,Lions Gate Hospital,157,2011,105,01,01-11
2011-01-04,Lions Gate Hospital,166,2011,105,01,01-11
2011-01-05,Lions Gate Hospital,144,2011,105,01,01-11
2011-01-06,Lions Gate Hospital,131,2011,105,01,01-11
2011-01-07,Lions Gate Hospital,123,2011,105,01,01-11
2011-01-08,Lions Gate Hospital,156,2011,105,01,01-11
2011-01-09,Lions Gate Hospital,160,2011,106,01,01-11
2011-01-10,Lions Gate Hospital,148,2011,106,01,01-11
2011-01-11,Lions Gate Hospital,145,2011,106,01,01-11
2011-01-12,Lions Gate Hospital,131,2011,106,01,01-11
2011-01-13,Lions Gate Hospital,138,2011,106,01,01-11
2011-01-14,Lions Gate Hospital,165,2011,106,01,01-11
2011-01-15,Lions Gate Hospital,139,2011,106,01,01-11
2011-01-16,Lions Gate Hospital,135,2011,107,01,01-11
2011-01-17,Lions Gate Hospital,144,2011,107,01,01-11
2011-01-18,Lions Gate Hospital,147,2011,107,01,01-11
2011-01-19,Lions Gate Hospital,155,2011,107,01,01-11
2011-01-20,Lions Gate Hospital,119,2011,107,01,01-11
2011-01-21,Lions Gate Hospital,141,2011,107,01,01-11
2011-01-22,Lions Gate Hospital,154,2011,107,01,01-11
2011-01-23,Lions Gate Hospital,137,2011,108,01,01-11
2011-01-24,Lions Gate Hospital,128,2011,108,01,01-11
2011-01-25,Lions Gate Hospital,135,2011,108,01,01-11
2011-01-26,Lions Gate Hospital,153,2011,108,01,01-11
2011-01-27,Lions Gate Hospital,143,2011,108,01,01-11
2011-01-28,Lions Gate Hospital,137,2011,108,01,01-11
2011-01-29,Lions Gate Hospital,143,2011,108,01,01-11
2011-01-30,Lions Gate Hospital,165,2011,109,01,01-11
2011-01-31,Lions Gate Hospital,147,2011,109,01,01-11
2011-02-01,Lions Gate Hospital,145,2011,109,02,02-11
2011-02-02,Lions Gate Hospital,146,2011,109,02,02-11
2011-02-03,Lions Gate Hospital,134,2011,109,02,02-11
2011-02-04,Lions Gate Hospital,146,2011,109,02,02-11
2011-02-05,Lions Gate Hospital,138,2011,109,02,02-11
2011-02-06,Lions Gate Hospital,159,2011,110,02,02-11
2011-02-07,Lions Gate Hospital,147,2011,110,02,02-11
2011-02-08,Lions Gate Hospital,166,2011,110,02,02-11
2011-02-09,Lions Gate Hospital,136,2011,110,02,02-11
2011-02-10,Lions Gate Hospital,160,2011,110,02,02-11
2011-02-11,Lions Gate Hospital,161,2011,110,02,02-11
2011-02-12,Lions Gate Hospital,136,2011,110,02,02-11
2011-02-13,Lions Gate Hospital,155,2011,111,02,02-11
2011-02-14,Lions Gate Hospital,145,2011,111,02,02-11
2011-02-15,Lions Gate Hospital,166,2011,111,02,02-11
2011-02-16,Lions Gate Hospital,155,2011,111,02,02-11
2011-02-17,Lions Gate Hospital,137,2011,111,02,02-11
2011-02-18,Lions Gate Hospital,146,2011,111,02,02-11
2011-02-19,Lions Gate Hospital,157,2011,111,02,02-11
2011-02-20,Lions Gate Hospital,168,2011,112,02,02-11
2011-02-21,Lions Gate Hospital,144,2011,112,02,02-11
2011-02-22,Lions Gate Hospital,140,2011,112,02,02-11
2011-02-23,Lions Gate Hospital,143,2011,112,02,02-11
2011-02-24,Lions Gate Hospital,146,2011,112,02,02-11
2011-02-25,Lions Gate Hospital,157,2011,112,02,02-11
2011-02-26,Lions Gate Hospital,133,2011,112,02,02-11
2011-02-27,Lions Gate Hospital,135,2011,113,02,02-11
2011-02-28,Lions Gate Hospital,171,2011,113,02,02-11
2011-03-01,Lions Gate Hospital,149,2011,113,03,03-11
2011-03-02,Lions Gate Hospital,132,2011,113,03,03-11
2011-03-03,Lions Gate Hospital,150,2011,113,03,03-11
2011-03-04,Lions Gate Hospital,145,2011,113,03,03-11
2011-03-05,Lions Gate Hospital,147,2011,113,03,03-11
2011-03-06,Lions Gate Hospital,194,2011,114,03,03-11
2011-03-07,Lions Gate Hospital,149,2011,114,03,03-11
2011-03-08,Lions Gate Hospital,142,2011,114,03,03-11
2011-03-09,Lions Gate Hospital,157,2011,114,03,03-11
2011-03-10,Lions Gate Hospital,137,2011,114,03,03-11
2011-03-11,Lions Gate Hospital,146,2011,114,03,03-11
2011-03-12,Lions Gate Hospital,131,2011,114,03,03-11
2011-03-13,Lions Gate Hospital,160,2011,115,03,03-11
2011-03-14,Lions Gate Hospital,164,2011,115,03,03-11
2011-03-15,Lions Gate Hospital,137,2011,115,03,03-11
2011-03-16,Lions Gate Hospital,132,2011,115,03,03-11
2011-03-17,Lions Gate Hospital,148,2011,115,03,03-11
2011-03-18,Lions Gate Hospital,158,2011,115,03,03-11
2011-03-19,Lions Gate Hospital,145,2011,115,03,03-11
2011-03-20,Lions Gate Hospital,153,2011,116,03,03-11
2011-03-21,Lions Gate Hospital,129,2011,116,03,03-11
2011-03-22,Lions Gate Hospital,126,2011,116,03,03-11
2011-03-23,Lions Gate Hospital,163,2011,116,03,03-11
2011-03-24,Lions Gate Hospital,128,2011,116,03,03-11
2011-03-25,Lions Gate Hospital,143,2011,116,03,03-11
2011-03-26,Lions Gate Hospital,144,2011,116,03,03-11
2011-03-27,Lions Gate Hospital,135,2011,117,03,03-11
2011-03-28,Lions Gate Hospital,148,2011,117,03,03-11
2011-03-29,Lions Gate Hospital,123,2011,117,03,03-11
2011-03-30,Lions Gate Hospital,116,2011,117,03,03-11
2011-03-31,Lions Gate Hospital,139,2011,117,03,03-11
2011-04-01,Lions Gate Hospital,148,2011,117,04,04-11
2011-04-02,Lions Gate Hospital,142,2011,117,04,04-11
2011-04-03,Lions Gate Hospital,155,2011,118,04,04-11
2011-04-04,Lions Gate Hospital,149,2011,118,04,04-11
2011-04-05,Lions Gate Hospital,139,2011,118,04,04-11
2011-04-06,Lions Gate Hospital,137,2011,118,04,04-11
2011-04-07,Lions Gate Hospital,143,2011,118,04,04-11
2011-04-08,Lions Gate Hospital,159,2011,118,04,04-11
2011-04-09,Lions Gate Hospital,149,2011,118,04,04-11
2011-04-10,Lions Gate Hospital,156,2011,119,04,04-11
2011-04-11,Lions Gate Hospital,150,2011,119,04,04-11
2011-04-12,Lions Gate Hospital,153,2011,119,04,04-11
2011-04-13,Lions Gate Hospital,153,2011,119,04,04-11
2011-04-14,Lions Gate Hospital,132,2011,119,04,04-11
2011-04-15,Lions Gate Hospital,147,2011,119,04,04-11
2011-04-16,Lions Gate Hospital,175,2011,119,04,04-11
2011-04-17,Lions Gate Hospital,158,2011,120,04,04-11
2011-04-18,Lions Gate Hospital,149,2011,120,04,04-11
2011-04-19,Lions Gate Hospital,135,2011,120,04,04-11
2011-04-20,Lions Gate Hospital,141,2011,120,04,04-11
2011-04-21,Lions Gate Hospital,133,2011,120,04,04-11
2011-04-22,Lions Gate Hospital,154,2011,120,04,04-11
2011-04-23,Lions Gate Hospital,137,2011,120,04,04-11
2011-04-24,Lions Gate Hospital,137,2011,121,04,04-11
2011-04-25,Lions Gate Hospital,144,2011,121,04,04-11
2011-04-26,Lions Gate Hospital,112,2011,121,04,04-11
2011-04-27,Lions Gate Hospital,149,2011,121,04,04-11
2011-04-28,Lions Gate Hospital,126,2011,121,04,04-11
2011-04-29,Lions Gate Hospital,144,2011,121,04,04-11
2011-04-30,Lions Gate Hospital,144,2011,121,04,04-11
2011-05-01,Lions Gate Hospital,148,2011,122,05,05-11
2011-05-02,Lions Gate Hospital,145,2011,122,05,05-11
2011-05-03,Lions Gate Hospital,161,2011,122,05,05-11
2011-05-04,Lions Gate Hospital,147,2011,122,05,05-11
2011-05-05,Lions Gate Hospital,138,2011,122,05,05-11
2011-05-06,Lions Gate Hospital,119,2011,122,05,05-11
2011-05-07,Lions Gate Hospital,122,2011,122,05,05-11
2011-05-08,Lions Gate Hospital,141,2011,123,05,05-11
2011-05-09,Lions Gate Hospital,146,2011,123,05,05-11
2011-05-10,Lions Gate Hospital,161,2011,123,05,05-11
2011-05-11,Lions Gate Hospital,140,2011,123,05,05-11
2011-05-12,Lions Gate Hospital,136,2011,123,05,05-11
2011-05-13,Lions Gate Hospital,157,2011,123,05,05-11
2011-05-14,Lions Gate Hospital,160,2011,123,05,05-11
2011-05-15,Lions Gate Hospital,146,2011,124,05,05-11
2011-05-16,Lions Gate Hospital,155,2011,124,05,05-11
2011-05-17,Lions Gate Hospital,149,2011,124,05,05-11
2011-05-18,Lions Gate Hospital,144,2011,124,05,05-11
2011-05-19,Lions Gate Hospital,159,2011,124,05,05-11
2011-05-20,Lions Gate Hospital,150,2011,124,05,05-11
2011-05-21,Lions Gate Hospital,140,2011,124,05,05-11
2011-05-22,Lions Gate Hospital,147,2011,125,05,05-11
2011-05-23,Lions Gate Hospital,164,2011,125,05,05-11
2011-05-24,Lions Gate Hospital,154,2011,125,05,05-11
2011-05-25,Lions Gate Hospital,136,2011,125,05,05-11
2011-05-26,Lions Gate Hospital,130,2011,125,05,05-11
2011-05-27,Lions Gate Hospital,145,2011,125,05,05-11
2011-05-28,Lions Gate Hospital,143,2011,125,05,05-11
2011-05-29,Lions Gate Hospital,153,2011,126,05,05-11
2011-05-30,Lions Gate Hospital,151,2011,126,05,05-11
2011-05-31,Lions Gate Hospital,151,2011,126,05,05-11
2011-06-01,Lions Gate Hospital,147,2011,126,06,06-11
2011-06-02,Lions Gate Hospital,135,2011,126,06,06-11
2011-06-03,Lions Gate Hospital,146,2011,126,06,06-11
2011-06-04,Lions Gate Hospital,165,2011,126,06,06-11
2011-06-05,Lions Gate Hospital,164,2011,127,06,06-11
2011-06-06,Lions Gate Hospital,180,2011,127,06,06-11
2011-06-07,Lions Gate Hospital,138,2011,127,06,06-11
2011-06-08,Lions Gate Hospital,152,2011,127,06,06-11
2011-06-09,Lions Gate Hospital,152,2011,127,06,06-11
2011-06-10,Lions Gate Hospital,135,2011,127,06,06-11
2011-06-11,Lions Gate Hospital,158,2011,127,06,06-11
2011-06-12,Lions Gate Hospital,174,2011,128,06,06-11
2011-06-13,Lions Gate Hospital,157,2011,128,06,06-11
2011-06-14,Lions Gate Hospital,146,2011,128,06,06-11
2011-06-15,Lions Gate Hospital,136,2011,128,06,06-11
2011-06-16,Lions Gate Hospital,156,2011,128,06,06-11
