StartDate,FacilityLongName,numvisits,year,week,month,month.year
2011-06-17,Lions Gate Hospital,161,2011,128,06,06-11
2011-06-18,Lions Gate Hospital,145,2011,128,06,06-11
2011-06-19,Lions Gate Hospital,129,2011,129,06,06-11
2011-06-20,Lions Gate Hospital,151,2011,129,06,06-11
2011-06-21,Lions Gate Hospital,145,2011,129,06,06-11
2011-06-22,Lions Gate Hospital,150,2011,129,06,06-11
2011-06-23,Lions Gate Hospital,167,2011,129,06,06-11
2011-06-24,Lions Gate Hospital,152,2011,129,06,06-11
2011-06-25,Lions Gate Hospital,150,2011,129,06,06-11
2011-06-26,Lions Gate Hospital,159,2011,130,06,06-11
2011-06-27,Lions Gate Hospital,144,2011,130,06,06-11
2011-06-28,Lions Gate Hospital,150,2011,130,06,06-11
2011-06-29,Lions Gate Hospital,147,2011,130,06,06-11
2011-06-30,Lions Gate Hospital,156,2011,130,06,06-11
2011-07-01,Lions Gate Hospital,143,2011,130,07,07-11
2011-07-02,Lions Gate Hospital,168,2011,130,07,07-11
2011-07-03,Lions Gate Hospital,154,2011,131,07,07-11
2011-07-04,Lions Gate Hospital,145,2011,131,07,07-11
2011-07-05,Lions Gate Hospital,148,2011,131,07,07-11
2011-07-06,Lions Gate Hospital,157,2011,131,07,07-11
2011-07-07,Lions Gate Hospital,142,2011,131,07,07-11
2011-07-08,Lions Gate Hospital,138,2011,131,07,07-11
2011-07-09,Lions Gate Hospital,145,2011,131,07,07-11
2011-07-10,Lions Gate Hospital,148,2011,132,07,07-11
2011-07-11,Lions Gate Hospital,164,2011,132,07,07-11
2011-07-12,Lions Gate Hospital,145,2011,132,07,07-11
2011-07-13,Lions Gate Hospital,146,2011,132,07,07-11
2011-07-14,Lions Gate Hospital,141,2011,132,07,07-11
2011-07-15,Lions Gate Hospital,146,2011,132,07,07-11
2011-07-16,Lions Gate Hospital,120,2011,132,07,07-11
2011-07-17,Lions Gate Hospital,164,2011,133,07,07-11
2011-07-18,Lions Gate Hospital,153,2011,133,07,07-11
2011-07-19,Lions Gate Hospital,170,2011,133,07,07-11
2011-07-20,Lions Gate Hospital,157,2011,133,07,07-11
2011-07-21,Lions Gate Hospital,157,2011,133,07,07-11
2011-07-22,Lions Gate Hospital,142,2011,133,07,07-11
2011-07-23,Lions Gate Hospital,137,2011,133,07,07-11
2011-07-24,Lions Gate Hospital,155,2011,134,07,07-11
2011-07-25,Lions Gate Hospital,170,2011,134,07,07-11
2011-07-26,Lions Gate Hospital,144,2011,134,07,07-11
2011-07-27,Lions Gate Hospital,134,2011,134,07,07-11
2011-07-28,Lions Gate Hospital,149,2011,134,07,07-11
2011-07-29,Lions Gate Hospital,138,2011,134,07,07-11
2011-07-30,Lions Gate Hospital,159,2011,134,07,07-11
2011-07-31,Lions Gate Hospital,161,2011,135,07,07-11
2011-08-01,Lions Gate Hospital,153,2011,135,08,08-11
2011-08-02,Lions Gate Hospital,154,2011,135,08,08-11
2011-08-03,Lions Gate Hospital,153,2011,135,08,08-11
2011-08-04,Lions Gate Hospital,148,2011,135,08,08-11
2011-08-05,Lions Gate Hospital,133,2011,135,08,08-11
2011-08-06,Lions Gate Hospital,162,2011,135,08,08-11
2011-08-07,Lions Gate Hospital,146,2011,136,08,08-11
2011-08-08,Lions Gate Hospital,165,2011,136,08,08-11
2011-08-09,Lions Gate Hospital,139,2011,136,08,08-11
2011-08-10,Lions Gate Hospital,140,2011,136,08,08-11
2011-08-11,Lions Gate Hospital,132,2011,136,08,08-11
2011-08-12,Lions Gate Hospital,149,2011,136,08,08-11
2011-08-13,Lions Gate Hospital,129,2011,136,08,08-11
2011-08-14,Lions Gate Hospital,173,2011,137,08,08-11
2011-08-15,Lions Gate Hospital,152,2011,137,08,08-11
2011-08-16,Lions Gate Hospital,137,2011,137,08,08-11
2011-08-17,Lions Gate Hospital,157,2011,137,08,08-11
2011-08-18,Lions Gate Hospital,139,2011,137,08,08-11
2011-08-19,Lions Gate Hospital,154,2011,137,08,08-11
2011-08-20,Lions Gate Hospital,128,2011,137,08,08-11
2011-08-21,Lions Gate Hospital,165,2011,138,08,08-11
2011-08-22,Lions Gate Hospital,148,2011,138,08,08-11
2011-08-23,Lions Gate Hospital,147,2011,138,08,08-11
2011-08-24,Lions Gate Hospital,131,2011,138,08,08-11
2011-08-25,Lions Gate Hospital,119,2011,138,08,08-11
2011-08-26,Lions Gate Hospital,149,2011,138,08,08-11
2011-08-27,Lions Gate Hospital,167,2011,138,08,08-11
2011-08-28,Lions Gate Hospital,155,2011,139,08,08-11
2011-08-29,Lions Gate Hospital,154,2011,139,08,08-11
2011-08-30,Lions Gate Hospital,132,2011,139,08,08-11
2011-08-31,Lions Gate Hospital,138,2011,139,08,08-11
2011-09-01,Lions Gate Hospital,132,2011,139,09,09-11
2011-09-02,Lions Gate Hospital,141,2011,139,09,09-11
2011-09-03,Lions Gate Hospital,133,2011,139,09,09-11
2011-09-04,Lions Gate Hospital,150,2011,140,09,09-11
2011-09-05,Lions Gate Hospital,156,2011,140,09,09-11
2011-09-06,Lions Gate Hospital,164,2011,140,09,09-11
2011-09-07,Lions Gate Hospital,146,2011,140,09,09-11
2011-09-08,Lions Gate Hospital,160,2011,140,09,09-11
2011-09-09,Lions Gate Hospital,142,2011,140,09,09-11
2011-09-10,Lions Gate Hospital,161,2011,140,09,09-11
2011-09-11,Lions Gate Hospital,181,2011,141,09,09-11
2011-09-12,Lions Gate Hospital,159,2011,141,09,09-11
2011-09-13,Lions Gate Hospital,156,2011,141,09,09-11
2011-09-14,Lions Gate Hospital,138,2011,141,09,09-11
2011-09-15,Lions Gate Hospital,142,2011,141,09,09-11
2011-09-16,Lions Gate Hospital,145,2011,141,09,09-11
2011-09-17,Lions Gate Hospital,137,2011,141,09,09-11
2011-09-18,Lions Gate Hospital,162,2011,142,09,09-11
2011-09-19,Lions Gate Hospital,163,2011,142,09,09-11
2011-09-20,Lions Gate Hospital,152,2011,142,09,09-11
2011-09-21,Lions Gate Hospital,138,2011,142,09,09-11
2011-09-22,Lions Gate Hospital,132,2011,142,09,09-11
2011-09-23,Lions Gate Hospital,156,2011,142,09,09-11
2011-09-24,Lions Gate Hospital,160,2011,142,09,09-11
2011-09-25,Lions Gate Hospital,154,2011,143,09,09-11
2011-09-26,Lions Gate Hospital,155,2011,143,09,09-11
2011-09-27,Lions Gate Hospital,128,2011,143,09,09-11
2011-09-28,Lions Gate Hospital,150,2011,143,09,09-11
2011-09-29,Lions Gate Hospital,144,2011,143,09,09-11
2011-09-30,Lions Gate Hospital,149,2011,143,09,09-11
2011-10-01,Lions Gate Hospital,153,2011,143,10,10-11
2011-10-02,Lions Gate Hospital,146,2011,144,10,10-11
2011-10-03,Lions Gate Hospital,146,2011,144,10,10-11
2011-10-04,Lions Gate Hospital,153,2011,144,10,10-11
2011-10-05,Lions Gate Hospital,142,2011,144,10,10-11
2011-10-06,Lions Gate Hospital,147,2011,144,10,10-11
2011-10-07,Lions Gate Hospital,141,2011,144,10,10-11
2011-10-08,Lions Gate Hospital,137,2011,144,10,10-11
2011-10-09,Lions Gate Hospital,134,2011,145,10,10-11
2011-10-10,Lions Gate Hospital,132,2011,145,10,10-11
2011-10-11,Lions Gate Hospital,132,2011,145,10,10-11
2011-10-12,Lions Gate Hospital,151,2011,145,10,10-11
2011-10-13,Lions Gate Hospital,138,2011,145,10,10-11
2011-10-14,Lions Gate Hospital,142,2011,145,10,10-11
2011-10-15,Lions Gate Hospital,142,2011,145,10,10-11
2011-10-16,Lions Gate Hospital,142,2011,146,10,10-11
2011-10-17,Lions Gate Hospital,146,2011,146,10,10-11
2011-10-18,Lions Gate Hospital,149,2011,146,10,10-11
2011-10-19,Lions Gate Hospital,155,2011,146,10,10-11
2011-10-20,Lions Gate Hospital,158,2011,146,10,10-11
2011-10-21,Lions Gate Hospital,154,2011,146,10,10-11
2011-10-22,Lions Gate Hospital,149,2011,146,10,10-11
2011-10-23,Lions Gate Hospital,151,2011,147,10,10-11
2011-10-24,Lions Gate Hospital,161,2011,147,10,10-11
2011-10-25,Lions Gate Hospital,143,2011,147,10,10-11
2011-10-26,Lions Gate Hospital,116,2011,147,10,10-11
2011-10-27,Lions Gate Hospital,128,2011,147,10,10-11
2011-10-28,Lions Gate Hospital,132,2011,147,10,10-11
2011-10-29,Lions Gate Hospital,136,2011,147,10,10-11
2011-10-30,Lions Gate Hospital,133,2011,148,10,10-11
2011-10-31,Lions Gate Hospital,130,2011,148,10,10-11
2011-11-01,Lions Gate Hospital,137,2011,148,11,11-11
2011-11-02,Lions Gate Hospital,121,2011,148,11,11-11
2011-11-03,Lions Gate Hospital,124,2011,148,11,11-11
2011-11-04,Lions Gate Hospital,138,2011,148,11,11-11
2011-11-05,Lions Gate Hospital,133,2011,148,11,11-11
2011-11-06,Lions Gate Hospital,136,2011,149,11,11-11
2011-11-07,Lions Gate Hospital,128,2011,149,11,11-11
2011-11-08,Lions Gate Hospital,133,2011,149,11,11-11
2011-11-09,Lions Gate Hospital,121,2011,149,11,11-11
2011-11-10,Lions Gate Hospital,138,2011,149,11,11-11
2011-11-11,Lions Gate Hospital,153,2011,149,11,11-11
2011-11-12,Lions Gate Hospital,158,2011,149,11,11-11
2011-11-13,Lions Gate Hospital,149,2011,150,11,11-11
2011-11-14,Lions Gate Hospital,142,2011,150,11,11-11
2011-11-15,Lions Gate Hospital,142,2011,150,11,11-11
2011-11-16,Lions Gate Hospital,148,2011,150,11,11-11
2011-11-17,Lions Gate Hospital,130,2011,150,11,11-11
2011-11-18,Lions Gate Hospital,135,2011,150,11,11-11
2011-11-19,Lions Gate Hospital,133,2011,150,11,11-11
2011-11-20,Lions Gate Hospital,145,2011,151,11,11-11
2011-11-21,Lions Gate Hospital,141,2011,151,11,11-11
2011-11-22,Lions Gate Hospital,139,2011,151,11,11-11
2011-11-23,Lions Gate Hospital,139,2011,151,11,11-11
2011-11-24,Lions Gate Hospital,121,2011,151,11,11-11
2011-11-25,Lions Gate Hospital,143,2011,151,11,11-11
2011-11-26,Lions Gate Hospital,132,2011,151,11,11-11
2011-11-27,Lions Gate Hospital,122,2011,152,11,11-11
2011-11-28,Lions Gate Hospital,151,2011,152,11,11-11
2011-11-29,Lions Gate Hospital,141,2011,152,11,11-11
2011-11-30,Lions Gate Hospital,176,2011,152,11,11-11
2011-12-01,Lions Gate Hospital,154,2011,152,12,12-11
2011-12-02,Lions Gate Hospital,126,2011,152,12,12-11
2011-12-03,Lions Gate Hospital,143,2011,152,12,12-11
2011-12-04,Lions Gate Hospital,161,2011,153,12,12-11
2011-12-05,Lions Gate Hospital,136,2011,153,12,12-11
2011-12-06,Lions Gate Hospital,149,2011,153,12,12-11
2011-12-07,Lions Gate Hospital,113,2011,153,12,12-11
2011-12-08,Lions Gate Hospital,148,2011,153,12,12-11
2011-12-09,Lions Gate Hospital,154,2011,153,12,12-11
2011-12-10,Lions Gate Hospital,134,2011,153,12,12-11
2011-12-11,Lions Gate Hospital,161,2011,154,12,12-11
2011-12-12,Lions Gate Hospital,143,2011,154,12,12-11
2011-12-13,Lions Gate Hospital,152,2011,154,12,12-11
2011-12-14,Lions Gate Hospital,140,2011,154,12,12-11
2011-12-15,Lions Gate Hospital,130,2011,154,12,12-11
2011-12-16,Lions Gate Hospital,147,2011,154,12,12-11
2011-12-17,Lions Gate Hospital,137,2011,154,12,12-11
2011-12-18,Lions Gate Hospital,165,2011,155,12,12-11
2011-12-19,Lions Gate Hospital,170,2011,155,12,12-11
2011-12-20,Lions Gate Hospital,135,2011,155,12,12-11
2011-12-21,Lions Gate Hospital,160,2011,155,12,12-11
2011-12-22,Lions Gate Hospital,167,2011,155,12,12-11
2011-12-23,Lions Gate Hospital,130,2011,155,12,12-11
2011-12-24,Lions Gate Hospital,138,2011,155,12,12-11
2011-12-25,Lions Gate Hospital,163,2011,156,12,12-11
2011-12-26,Lions Gate Hospital,172,2011,156,12,12-11
2011-12-27,Lions Gate Hospital,176,2011,156,12,12-11
2011-12-28,Lions Gate Hospital,172,2011,156,12,12-11
2011-12-29,Lions Gate Hospital,188,2011,156,12,12-11
2011-12-30,Lions Gate Hospital,142,2011,156,12,12-11
2011-12-31,Lions Gate Hospital,132,2011,156,12,12-11
2012-01-01,Lions Gate Hospital,185,2012,157,01,01-12
2012-01-02,Lions Gate Hospital,166,2012,157,01,01-12
2012-01-03,Lions Gate Hospital,148,2012,157,01,01-12
2012-01-04,Lions Gate Hospital,140,2012,157,01,01-12
2012-01-05,Lions Gate Hospital,145,2012,157,01,01-12
2012-01-06,Lions Gate Hospital,155,2012,157,01,01-12
2012-01-07,Lions Gate Hospital,141,2012,157,01,01-12
2012-01-08,Lions Gate Hospital,136,2012,158,01,01-12
2012-01-09,Lions Gate Hospital,139,2012,158,01,01-12
2012-01-10,Lions Gate Hospital,144,2012,158,01,01-12
2012-01-11,Lions Gate Hospital,139,2012,158,01,01-12
2012-01-12,Lions Gate Hospital,138,2012,158,01,01-12
2012-01-13,Lions Gate Hospital,135,2012,158,01,01-12
2012-01-14,Lions Gate Hospital,128,2012,158,01,01-12
2012-01-15,Lions Gate Hospital,144,2012,159,01,01-12
2012-01-16,Lions Gate Hospital,153,2012,159,01,01-12
2012-01-17,Lions Gate Hospital,158,2012,159,01,01-12
2012-01-18,Lions Gate Hospital,146,2012,159,01,01-12
2012-01-19,Lions Gate Hospital,149,2012,159,01,01-12
2012-01-20,Lions Gate Hospital,135,2012,159,01,01-12
2012-01-21,Lions Gate Hospital,142,2012,159,01,01-12
2012-01-22,Lions Gate Hospital,154,2012,160,01,01-12
2012-01-23,Lions Gate Hospital,151,2012,160,01,01-12
2012-01-24,Lions Gate Hospital,143,2012,160,01,01-12
2012-01-25,Lions Gate Hospital,159,2012,160,01,01-12
2012-01-26,Lions Gate Hospital,151,2012,160,01,01-12
2012-01-27,Lions Gate Hospital,157,2012,160,01,01-12
2012-01-28,Lions Gate Hospital,140,2012,160,01,01-12
2012-01-29,Lions Gate Hospital,152,2012,161,01,01-12
2012-01-30,Lions Gate Hospital,168,2012,161,01,01-12
2012-01-31,Lions Gate Hospital,143,2012,161,01,01-12
2012-02-01,Lions Gate Hospital,143,2012,161,02,02-12
2012-02-02,Lions Gate Hospital,151,2012,161,02,02-12
2012-02-03,Lions Gate Hospital,147,2012,161,02,02-12
2012-02-04,Lions Gate Hospital,151,2012,161,02,02-12
2012-02-05,Lions Gate Hospital,157,2012,162,02,02-12
2012-02-06,Lions Gate Hospital,156,2012,162,02,02-12
2012-02-07,Lions Gate Hospital,139,2012,162,02,02-12
2012-02-08,Lions Gate Hospital,134,2012,162,02,02-12
2012-02-09,Lions Gate Hospital,152,2012,162,02,02-12
2012-02-10,Lions Gate Hospital,159,2012,162,02,02-12
2012-02-11,Lions Gate Hospital,120,2012,162,02,02-12
2012-02-12,Lions Gate Hospital,161,2012,163,02,02-12
2012-02-13,Lions Gate Hospital,166,2012,163,02,02-12
2012-02-14,Lions Gate Hospital,136,2012,163,02,02-12
2012-02-15,Lions Gate Hospital,130,2012,163,02,02-12
2012-02-16,Lions Gate Hospital,126,2012,163,02,02-12
2012-02-17,Lions Gate Hospital,133,2012,163,02,02-12
2012-02-18,Lions Gate Hospital,142,2012,163,02,02-12
2012-02-19,Lions Gate Hospital,171,2012,164,02,02-12
2012-02-20,Lions Gate Hospital,145,2012,164,02,02-12
2012-02-21,Lions Gate Hospital,129,2012,164,02,02-12
2012-02-22,Lions Gate Hospital,158,2012,164,02,02-12
2012-02-23,Lions Gate Hospital,151,2012,164,02,02-12
2012-02-24,Lions Gate Hospital,145,2012,164,02,02-12
2012-02-25,Lions Gate Hospital,155,2012,164,02,02-12
2012-02-26,Lions Gate Hospital,149,2012,165,02,02-12
2012-02-27,Lions Gate Hospital,154,2012,165,02,02-12
2012-02-28,Lions Gate Hospital,137,2012,165,02,02-12
2012-02-29,Lions Gate Hospital,148,2012,165,02,02-12
2012-03-01,Lions Gate Hospital,167,2012,165,03,03-12
2012-03-02,Lions Gate Hospital,165,2012,165,03,03-12
2012-03-03,Lions Gate Hospital,159,2012,165,03,03-12
2012-03-04,Lions Gate Hospital,159,2012,166,03,03-12
2012-03-05,Lions Gate Hospital,143,2012,166,03,03-12
2012-03-06,Lions Gate Hospital,161,2012,166,03,03-12
2012-03-07,Lions Gate Hospital,141,2012,166,03,03-12
2012-03-08,Lions Gate Hospital,135,2012,166,03,03-12
2012-03-09,Lions Gate Hospital,151,2012,166,03,03-12
2012-03-10,Lions Gate Hospital,137,2012,166,03,03-12
2012-03-11,Lions Gate Hospital,153,2012,167,03,03-12
2012-03-12,Lions Gate Hospital,148,2012,167,03,03-12
2012-03-13,Lions Gate Hospital,143,2012,167,03,03-12
2012-03-14,Lions Gate Hospital,140,2012,167,03,03-12
2012-03-15,Lions Gate Hospital,135,2012,167,03,03-12
2012-03-16,Lions Gate Hospital,145,2012,167,03,03-12
2012-03-17,Lions Gate Hospital,158,2012,167,03,03-12
2012-03-18,Lions Gate Hospital,169,2012,168,03,03-12
2012-03-19,Lions Gate Hospital,156,2012,168,03,03-12
2012-03-20,Lions Gate Hospital,130,2012,168,03,03-12
2012-03-21,Lions Gate Hospital,118,2012,168,03,03-12
2012-03-22,Lions Gate Hospital,154,2012,168,03,03-12
2012-03-23,Lions Gate Hospital,134,2012,168,03,03-12
2012-03-24,Lions Gate Hospital,141,2012,168,03,03-12
2012-03-25,Lions Gate Hospital,167,2012,169,03,03-12
2012-03-26,Lions Gate Hospital,142,2012,169,03,03-12
2012-03-27,Lions Gate Hospital,160,2012,169,03,03-12
2012-03-28,Lions Gate Hospital,136,2012,169,03,03-12
2012-03-29,Lions Gate Hospital,141,2012,169,03,03-12
2012-03-30,Lions Gate Hospital,142,2012,169,03,03-12
2012-03-31,Lions Gate Hospital,148,2012,169,03,03-12
2012-04-01,Lions Gate Hospital,149,2012,170,04,04-12
2012-04-02,Lions Gate Hospital,160,2012,170,04,04-12
2012-04-03,Lions Gate Hospital,128,2012,170,04,04-12
2012-04-04,Lions Gate Hospital,136,2012,170,04,04-12
2012-04-05,Lions Gate Hospital,142,2012,170,04,04-12
2012-04-06,Lions Gate Hospital,148,2012,170,04,04-12
2012-04-07,Lions Gate Hospital,149,2012,170,04,04-12
2012-04-08,Lions Gate Hospital,153,2012,171,04,04-12
2012-04-09,Lions Gate Hospital,156,2012,171,04,04-12
2012-04-10,Lions Gate Hospital,142,2012,171,04,04-12
2012-04-11,Lions Gate Hospital,140,2012,171,04,04-12
2012-04-12,Lions Gate Hospital,167,2012,171,04,04-12
2012-04-13,Lions Gate Hospital,154,2012,171,04,04-12
2012-04-14,Lions Gate Hospital,163,2012,171,04,04-12
2012-04-15,Lions Gate Hospital,155,2012,172,04,04-12
2012-04-16,Lions Gate Hospital,139,2012,172,04,04-12
2012-04-17,Lions Gate Hospital,146,2012,172,04,04-12
2012-04-18,Lions Gate Hospital,140,2012,172,04,04-12
2012-04-19,Lions Gate Hospital,164,2012,172,04,04-12
2012-04-20,Lions Gate Hospital,164,2012,172,04,04-12
2012-04-21,Lions Gate Hospital,154,2012,172,04,04-12
2012-04-22,Lions Gate Hospital,149,2012,173,04,04-12
2012-04-23,Lions Gate Hospital,148,2012,173,04,04-12
2012-04-24,Lions Gate Hospital,137,2012,173,04,04-12
2012-04-25,Lions Gate Hospital,146,2012,173,04,04-12
2012-04-26,Lions Gate Hospital,131,2012,173,04,04-12
2012-04-27,Lions Gate Hospital,137,2012,173,04,04-12
2012-04-28,Lions Gate Hospital,140,2012,173,04,04-12
2012-04-29,Lions Gate Hospital,150,2012,174,04,04-12
2012-04-30,Lions Gate Hospital,154,2012,174,04,04-12
2012-05-01,Lions Gate Hospital,148,2012,174,05,05-12
2012-05-02,Lions Gate Hospital,143,2012,174,05,05-12
2012-05-03,Lions Gate Hospital,152,2012,174,05,05-12
2012-05-04,Lions Gate Hospital,145,2012,174,05,05-12
2012-05-05,Lions Gate Hospital,121,2012,174,05,05-12
2012-05-06,Lions Gate Hospital,172,2012,175,05,05-12
2012-05-07,Lions Gate Hospital,155,2012,175,05,05-12
2012-05-08,Lions Gate Hospital,165,2012,175,05,05-12
2012-05-09,Lions Gate Hospital,158,2012,175,05,05-12
2012-05-10,Lions Gate Hospital,166,2012,175,05,05-12
2012-05-11,Lions Gate Hospital,145,2012,175,05,05-12
2012-05-12,Lions Gate Hospital,153,2012,175,05,05-12
2012-05-13,Lions Gate Hospital,167,2012,176,05,05-12
2012-05-14,Lions Gate Hospital,170,2012,176,05,05-12
2012-05-15,Lions Gate Hospital,160,2012,176,05,05-12
2012-05-16,Lions Gate Hospital,170,2012,176,05,05-12
2012-05-17,Lions Gate Hospital,157,2012,176,05,05-12
2012-05-18,Lions Gate Hospital,164,2012,176,05,05-12
2012-05-19,Lions Gate Hospital,150,2012,176,05,05-12
2012-05-20,Lions Gate Hospital,160,2012,177,05,05-12
2012-05-21,Lions Gate Hospital,145,2012,177,05,05-12
2012-05-22,Lions Gate Hospital,160,2012,177,05,05-12
2012-05-23,Lions Gate Hospital,148,2012,177,05,05-12
2012-05-24,Lions Gate Hospital,148,2012,177,05,05-12
2012-05-25,Lions Gate Hospital,150,2012,177,05,05-12
2012-05-26,Lions Gate Hospital,159,2012,177,05,05-12
2012-05-27,Lions Gate Hospital,146,2012,178,05,05-12
2012-05-28,Lions Gate Hospital,147,2012,178,05,05-12
2012-05-29,Lions Gate Hospital,146,2012,178,05,05-12
2012-05-30,Lions Gate Hospital,146,2012,178,05,05-12
2012-05-31,Lions Gate Hospital,136,2012,178,05,05-12
2012-06-01,Lions Gate Hospital,152,2012,178,06,06-12
2012-06-02,Lions Gate Hospital,154,2012,178,06,06-12
2012-06-03,Lions Gate Hospital,147,2012,179,06,06-12
2012-06-04,Lions Gate Hospital,133,2012,179,06,06-12
2012-06-05,Lions Gate Hospital,149,2012,179,06,06-12
2012-06-06,Lions Gate Hospital,165,2012,179,06,06-12
2012-06-07,Lions Gate Hospital,159,2012,179,06,06-12
2012-06-08,Lions Gate Hospital,144,2012,179,06,06-12
2012-06-09,Lions Gate Hospital,138,2012,179,06,06-12
2012-06-10,Lions Gate Hospital,188,2012,180,06,06-12
2012-06-11,Lions Gate Hospital,145,2012,180,06,06-12
2012-06-12,Lions Gate Hospital,139,2012,180,06,06-12
2012-06-13,Lions Gate Hospital,125,2012,180,06,06-12
2012-06-14,Lions Gate Hospital,137,2012,180,06,06-12
2012-06-15,Lions Gate Hospital,156,2012,180,06,06-12
2012-06-16,Lions Gate Hospital,166,2012,180,06,06-12
2012-06-17,Lions Gate Hospital,160,2012,181,06,06-12
2012-06-18,Lions Gate Hospital,179,2012,181,06,06-12
2012-06-19,Lions Gate Hospital,145,2012,181,06,06-12
2012-06-20,Lions Gate Hospital,144,2012,181,06,06-12
2012-06-21,Lions Gate Hospital,153,2012,181,06,06-12
2012-06-22,Lions Gate Hospital,148,2012,181,06,06-12
2012-06-23,Lions Gate Hospital,157,2012,181,06,06-12
2012-06-24,Lions Gate Hospital,170,2012,182,06,06-12
2012-06-25,Lions Gate Hospital,152,2012,182,06,06-12
2012-06-26,Lions Gate Hospital,168,2012,182,06,06-12
2012-06-27,Lions Gate Hospital,156,2012,182,06,06-12
2012-06-28,Lions Gate Hospital,110,2012,182,06,06-12
2012-06-29,Lions Gate Hospital,138,2012,182,06,06-12
2012-06-30,Lions Gate Hospital,144,2012,182,06,06-12
2012-07-01,Lions Gate Hospital,150,2012,183,07,07-12
2012-07-02,Lions Gate Hospital,172,2012,183,07,07-12
2012-07-03,Lions Gate Hospital,159,2012,183,07,07-12
2012-07-04,Lions Gate Hospital,129,2012,183,07,07-12
2012-07-05,Lions Gate Hospital,147,2012,183,07,07-12
2012-07-06,Lions Gate Hospital,146,2012,183,07,07-12
2012-07-07,Lions Gate Hospital,142,2012,183,07,07-12
2012-07-08,Lions Gate Hospital,135,2012,184,07,07-12
2012-07-09,Lions Gate Hospital,128,2012,184,07,07-12
2012-07-10,Lions Gate Hospital,131,2012,184,07,07-12
2012-07-11,Lions Gate Hospital,137,2012,184,07,07-12
2012-07-12,Lions Gate Hospital,125,2012,184,07,07-12
2012-07-13,Lions Gate Hospital,176,2012,184,07,07-12
2012-07-14,Lions Gate Hospital,147,2012,184,07,07-12
2012-07-15,Lions Gate Hospital,158,2012,185,07,07-12
2012-07-16,Lions Gate Hospital,154,2012,185,07,07-12
2012-07-17,Lions Gate Hospital,166,2012,185,07,07-12
2012-07-18,Lions Gate Hospital,160,2012,185,07,07-12
2012-07-19,Lions Gate Hospital,163,2012,185,07,07-12
2012-07-20,Lions Gate Hospital,144,2012,185,07,07-12
2012-07-21,Lions Gate Hospital,151,2012,185,07,07-12
2012-07-22,Lions Gate Hospital,148,2012,186,07,07-12
2012-07-23,Lions Gate Hospital,146,2012,186,07,07-12
2012-07-24,Lions Gate Hospital,140,2012,186,07,07-12
2012-07-25,Lions Gate Hospital,142,2012,186,07,07-12
2012-07-26,Lions Gate Hospital,153,2012,186,07,07-12
2012-07-27,Lions Gate Hospital,162,2012,186,07,07-12
2012-07-28,Lions Gate Hospital,158,2012,186,07,07-12
2012-07-29,Lions Gate Hospital,137,2012,187,07,07-12
2012-07-30,Lions Gate Hospital,151,2012,187,07,07-12
2012-07-31,Lions Gate Hospital,149,2012,187,07,07-12
2012-08-01,Lions Gate Hospital,157,2012,187,08,08-12
2012-08-02,Lions Gate Hospital,143,2012,187,08,08-12
2012-08-03,Lions Gate Hospital,151,2012,187,08,08-12
2012-08-04,Lions Gate Hospital,153,2012,187,08,08-12
2012-08-05,Lions Gate Hospital,144,2012,188,08,08-12
2012-08-06,Lions Gate Hospital,162,2012,188,08,08-12
2012-08-07,Lions Gate Hospital,180,2012,188,08,08-12
2012-08-08,Lions Gate Hospital,153,2012,188,08,08-12
2012-08-09,Lions Gate Hospital,155,2012,188,08,08-12
2012-08-10,Lions Gate Hospital,143,2012,188,08,08-12
2012-08-11,Lions Gate Hospital,151,2012,188,08,08-12
2012-08-12,Lions Gate Hospital,168,2012,189,08,08-12
2012-08-13,Lions Gate Hospital,158,2012,189,08,08-12
2012-08-14,Lions Gate Hospital,149,2012,189,08,08-12
2012-08-15,Lions Gate Hospital,135,2012,189,08,08-12
2012-08-16,Lions Gate Hospital,151,2012,189,08,08-12
2012-08-17,Lions Gate Hospital,148,2012,189,08,08-12
2012-08-18,Lions Gate Hospital,163,2012,189,08,08-12
2012-08-19,Lions Gate Hospital,164,2012,190,08,08-12
2012-08-20,Lions Gate Hospital,156,2012,190,08,08-12
2012-08-21,Lions Gate Hospital,153,2012,190,08,08-12
2012-08-22,Lions Gate Hospital,161,2012,190,08,08-12
2012-08-23,Lions Gate Hospital,156,2012,190,08,08-12
2012-08-24,Lions Gate Hospital,147,2012,190,08,08-12
2012-08-25,Lions Gate Hospital,162,2012,190,08,08-12
2012-08-26,Lions Gate Hospital,159,2012,191,08,08-12
2012-08-27,Lions Gate Hospital,167,2012,191,08,08-12
2012-08-28,Lions Gate Hospital,143,2012,191,08,08-12
2012-08-29,Lions Gate Hospital,133,2012,191,08,08-12
2012-08-30,Lions Gate Hospital,148,2012,191,08,08-12
2012-08-31,Lions Gate Hospital,163,2012,191,08,08-12
2012-09-01,Lions Gate Hospital,142,2012,191,09,09-12
2012-09-02,Lions Gate Hospital,149,2012,192,09,09-12
2012-09-03,Lions Gate Hospital,147,2012,192,09,09-12
2012-09-04,Lions Gate Hospital,154,2012,192,09,09-12
2012-09-05,Lions Gate Hospital,151,2012,192,09,09-12
2012-09-06,Lions Gate Hospital,137,2012,192,09,09-12
2012-09-07,Lions Gate Hospital,153,2012,192,09,09-12
2012-09-08,Lions Gate Hospital,148,2012,192,09,09-12
